user_id,mode,num_points,fraction_of_user_points
abboip,taxi,1096,1.0
abcoij,taxi,30,1.0
abdrem,taxi,776,1.0
abgibo,taxi,1166,1.0
abjool,taxi,386,1.0
abmuya,taxi,1187,1.0
abniar,taxi,1322,1.0
abnovk,taxi,880,1.0
abtyff,taxi,1078,1.0
abwecn,taxi,1224,1.0
abyalw,taxi,1148,1.0
acdiyi,taxi,485,1.0
acduou,taxi,1170,1.0
acgerl,taxi,548,1.0
acitva,taxi,684,1.0
ackgri,taxi,540,1.0
acpegh,taxi,1816,1.0
acvebr,taxi,1247,1.0
adkavy,taxi,636,1.0
adners,taxi,1164,1.0
adpaif,taxi,1241,1.0
aducri,taxi,998,1.0
afmorc,taxi,1007,1.0
afpans,taxi,1369,1.0
afsfat,taxi,667,1.0
afweka,taxi,1058,1.0
agcowk,taxi,1189,1.0
agdrea,taxi,785,1.0
aggjuo,taxi,1390,1.0
agivle,taxi,1260,1.0
agjitf,taxi,1418,1.0
agsuec,taxi,904,1.0
agvexp,taxi,587,1.0
agyamk,taxi,317,1.0
aichas,taxi,740,1.0
ailbcu,taxi,793,1.0
aimidd,taxi,1211,1.0
ainpli,taxi,1241,1.0
aitpyg,taxi,1273,1.0
aivtyt,taxi,935,1.0
aiwalb,taxi,994,1.0
ajixdo,taxi,892,1.0
ajsips,taxi,1277,1.0
ajsned,taxi,1092,1.0
ajthof,taxi,1217,1.0
ajtreo,taxi,335,1.0
akgicj,taxi,1330,1.0
akvutv,taxi,1269,1.0
akyeer,taxi,1070,1.0
aldhid,taxi,849,1.0
alnihi,taxi,1116,1.0
alshet,taxi,1185,1.0
amciuc,taxi,1004,1.0
amknyw,taxi,1098,1.0
amnurg,taxi,585,1.0
amvefa,taxi,679,1.0
amwibs,taxi,1140,1.0
ancedv,taxi,469,1.0
ancorj,taxi,457,1.0
ancycl,taxi,842,1.0
andyol,taxi,1375,1.0
aniajc,taxi,1246,1.0
anidgi,taxi,1197,1.0
ankped,taxi,1140,1.0
ansyut,taxi,1048,1.0
anucks,taxi,981,1.0
anupwr,taxi,707,1.0
apigcy,taxi,1421,1.0
appsri,taxi,852,1.0
apssky,taxi,1221,1.0
aquawa,taxi,1336,1.0
arcksy,taxi,1479,1.0
arcuim,taxi,910,1.0
arcurb,taxi,1125,1.0
arhilb,taxi,1170,1.0
arlwra,taxi,893,1.0
arphau,taxi,1364,1.0
artgag,taxi,1473,1.0
ascley,taxi,1248,1.0
ashgat,taxi,760,1.0
asigno,taxi,1280,1.0
askmec,taxi,866,1.0
aslagn,taxi,699,1.0
aswift,taxi,1312,1.0
atcila,taxi,1181,1.0
atfrav,taxi,540,1.0
atfrim,taxi,907,1.0
atidfi,taxi,1338,1.0
atnokv,taxi,790,1.0
atsfiv,taxi,128,1.0
atzumb,taxi,1093,1.0
aucjun,taxi,374,1.0
auctji,taxi,1102,1.0
aupcli,taxi,145,1.0
aurjye,taxi,666,1.0
avdyab,taxi,1079,1.0
avglyb,taxi,530,1.0
aviltl,taxi,1043,1.0
avpavi,taxi,1108,1.0
awnbeb,taxi,855,1.0
awrenb,taxi,1449,1.0
awribi,taxi,1107,1.0
aydwah,taxi,1445,1.0
ayfsdu,taxi,1273,1.0
aygpha,taxi,1105,1.0
aypudb,taxi,1320,1.0
ayquas,taxi,1207,1.0
ayquex,taxi,1349,1.0
ayshek,taxi,1089,1.0
ayshow,taxi,48,1.0
aysmsl,taxi,1381,1.0
eacder,taxi,863,1.0
eadect,taxi,585,1.0
eagbac,taxi,562,1.0
eapceo,taxi,1577,1.0
easnsv,taxi,418,1.0
eavcai,taxi,1293,1.0
eavfli,taxi,1397,1.0
ebcicy,taxi,1076,1.0
ebdafy,taxi,1346,1.0
ebenfr,taxi,839,1.0
ebrulr,taxi,568,1.0
ebstic,taxi,750,1.0
eccest,taxi,1059,1.0
ecdiwo,taxi,1063,1.0
ecfesy,taxi,1452,1.0
ecforj,taxi,887,1.0
ecgojt,taxi,1214,1.0
ecjeod,taxi,1025,1.0
eckeck,taxi,803,1.0
ecnopl,taxi,1317,1.0
eddreb,taxi,1179,1.0
edeejd,taxi,996,1.0
edglev,taxi,1186,1.0
edgrat,taxi,1424,1.0
edjiye,taxi,1342,1.0
edlyxy,taxi,1263,1.0
edmugr,taxi,1245,1.0
ednill,taxi,1426,1.0
edodbl,taxi,1187,1.0
edombo,taxi,149,1.0
edrafs,taxi,268,1.0
eedigk,taxi,1131,1.0
eefayb,taxi,947,1.0
eegcef,taxi,1052,1.0
eemafb,taxi,289,1.0
eenjou,taxi,1050,1.0
eersdo,taxi,1340,1.0
eesbaj,taxi,1282,1.0
efcati,taxi,1319,1.0
effneo,taxi,1205,1.0
efghak,taxi,911,1.0
efgoak,taxi,1456,1.0
efmymo,taxi,221,1.0
efonve,taxi,1515,1.0
efsphe,taxi,716,1.0
eggfri,taxi,1214,1.0
eghanw,taxi,1009,1.0
egloha,taxi,826,1.0
egnata,taxi,1325,1.0
egreos,taxi,352,1.0
egteir,taxi,848,1.0
egwicj,taxi,317,1.0
eiboid,taxi,834,1.0
eicmyn,taxi,358,1.0
eifvid,taxi,1166,1.0
eincuf,taxi,242,1.0
eitpem,taxi,464,1.0
ejcrur,taxi,745,1.0
ejesba,taxi,800,1.0
ejkipu,taxi,764,1.0
ejnoax,taxi,824,1.0
ejshig,taxi,1704,1.0
ejtobu,taxi,1455,1.0
ekenuc,taxi,1016,1.0
ekfrab,taxi,566,1.0
ektamy,taxi,1681,1.0
ektuyo,taxi,887,1.0
ekyosj,taxi,1355,1.0
elafle,taxi,1251,1.0
elbnax,taxi,1341,1.0
elfyea,taxi,1192,1.0
elhuyo,taxi,229,1.0
ellimt,taxi,900,1.0
elswck,taxi,1159,1.0
elvgid,taxi,180,1.0
elwesn,taxi,1023,1.0
enarwe,taxi,1233,1.0
enekbl,taxi,1336,1.0
enidmo,taxi,773,1.0
enjubp,taxi,1001,1.0
enkkan,taxi,1465,1.0
enyene,taxi,92,1.0
enyons,taxi,1477,1.0
eoccoi,taxi,1123,1.0
eoffri,taxi,1355,1.0
eoivqu,taxi,518,1.0
eokrac,taxi,1294,1.0
eolgug,taxi,982,1.0
eoslui,taxi,1533,1.0
eovsyt,taxi,949,1.0
eoydba,taxi,450,1.0
epabca,taxi,1742,1.0
epemva,taxi,1538,1.0
epkiap,taxi,1206,1.0
equioc,taxi,1329,1.0
equoaw,taxi,997,1.0
erjboy,taxi,1315,1.0
erjcre,taxi,1400,1.0
erjtai,taxi,870,1.0
erulgh,taxi,1321,1.0
erwumu,taxi,1320,1.0
eryeig,taxi,1213,1.0
eshria,taxi,1086,1.0
eshroa,taxi,1309,1.0
esnddc,taxi,1316,1.0
esudce,taxi,1177,1.0
etalra,taxi,716,1.0
etirnf,taxi,63,1.0
etnads,taxi,1524,1.0
eufdod,taxi,957,1.0
evbacc,taxi,1372,1.0
evdyff,taxi,1210,1.0
evfler,taxi,328,1.0
evijce,taxi,114,1.0
evjoko,taxi,1200,1.0
evmaja,taxi,464,1.0
evtitd,taxi,1488,1.0
ewbglo,taxi,853,1.0
ewedkl,taxi,769,1.0
ewufri,taxi,1201,1.0
ewvnil,taxi,1015,1.0
exskaf,taxi,1189,1.0
eybmij,taxi,1146,1.0
eybyay,taxi,1238,1.0
eydadg,taxi,56,1.0
eytups,taxi,908,1.0
iacbyb,taxi,406,1.0
iackaw,taxi,1338,1.0
iafbag,taxi,1032,1.0
iafstn,taxi,1123,1.0
iaggri,taxi,618,1.0
iagods,taxi,149,1.0
iahoro,taxi,631,1.0
iapber,taxi,1005,1.0
iatmeu,taxi,327,1.0
iatojb,taxi,1093,1.0
iawxbe,taxi,594,1.0
ibflsr,taxi,1295,1.0
ibgryk,taxi,974,1.0
iblool,taxi,1091,1.0
ibpijd,taxi,1362,1.0
ibwici,taxi,761,1.0
icagpo,taxi,1315,1.0
icdahe,taxi,129,1.0
icdapn,taxi,897,1.0
icdult,taxi,326,1.0
icedpa,taxi,790,1.0
ichank,taxi,674,1.0
ichiki,taxi,1091,1.0
ickguw,taxi,1380,1.0
ickphi,taxi,998,1.0
ickviy,taxi,1155,1.0
icodmu,taxi,346,1.0
ictlyp,taxi,625,1.0
ictmuo,taxi,381,1.0
icwiro,taxi,1409,1.0
idbayb,taxi,865,1.0
idcadg,taxi,632,1.0
ideutg,taxi,1322,1.0
idholv,taxi,1483,1.0
idjoat,taxi,77,1.0
idjojw,taxi,162,1.0
idjokv,taxi,1214,1.0
idlorr,taxi,1121,1.0
idodly,taxi,1206,1.0
idshyw,taxi,1129,1.0
idsmuk,taxi,990,1.0
idtwal,taxi,158,1.0
idvoww,taxi,1251,1.0
ifanfa,taxi,529,1.0
ifefro,taxi,656,1.0
ifelas,taxi,1025,1.0
ifeshc,taxi,10,1.0
ifkald,taxi,910,1.0
ifragc,taxi,1141,1.0
igglit,taxi,866,1.0
igsoys,taxi,1217,1.0
igvidt,taxi,1240,1.0
ijcoga,taxi,1659,1.0
ijdeyd,taxi,1203,1.0
ijhigo,taxi,1052,1.0
ijhipv,taxi,1266,1.0
ijpiaw,taxi,1241,1.0
ijpruk,taxi,1337,1.0
ijthin,taxi,599,1.0
ijtowh,taxi,1156,1.0
ikdagc,taxi,804,1.0
ikkimm,taxi,1514,1.0
ikujfu,taxi,1326,1.0
ilcoby,taxi,901,1.0
ilkble,taxi,749,1.0
ilkedv,taxi,1029,1.0
ilyutj,taxi,1481,1.0
imhacy,taxi,311,1.0
imnees,taxi,895,1.0
imoikc,taxi,1268,1.0
imwryt,taxi,1011,1.0
imwyoj,taxi,1687,1.0
inckki,taxi,1082,1.0
indtwr,taxi,856,1.0
indyep,taxi,1349,1.0
inghog,taxi,1146,1.0
inghot,taxi,832,1.0
inhial,taxi,273,1.0
inlica,taxi,1029,1.0
inquay,taxi,1329,1.0
inshfo,taxi,147,1.0
insodf,taxi,980,1.0
ioajdi,taxi,1549,1.0
ioangi,taxi,1036,1.0
iodjie,taxi,1271,1.0
iodlac,taxi,1337,1.0
iofpli,taxi,815,1.0
ioivkn,taxi,542,1.0
iorjtw,taxi,1277,1.0
iotklo,taxi,1205,1.0
iovhar,taxi,1189,1.0
iovlit,taxi,1380,1.0
