sample_interval_min,interpolation_method,codebook_size,raw_code,num_occurrences,dominant_mode,top_modes,mean_speed_kmh,mean_step_km,mean_radius_of_gyration_km
30,linear,256,0,433,taxi,taxi:433,4.427084445953369,2.2135422229766846,5.906793083384736
30,linear,256,3,3165,taxi,taxi:3165,4.676508903503418,2.338254451751709,7.257159650419937
30,linear,256,5,153,taxi,taxi:153,11.351372718811035,5.675686359405518,7.7216259326810155
30,linear,256,8,14667,taxi,taxi:14667,7.58488130569458,3.79244065284729,6.40513603469626
30,linear,256,10,493,taxi,taxi:493,7.783682823181152,3.891841411590576,7.078224484383697
30,linear,256,15,1161,taxi,taxi:1161,18.66011619567871,9.330058097839355,6.3373907082661995
30,linear,256,18,962,taxi,taxi:962,9.845399856567383,4.922699928283691,7.061227228933957
30,linear,256,21,428,taxi,taxi:428,10.015718460083008,5.007859230041504,7.939960807840401
30,linear,256,22,246,taxi,taxi:246,13.901888847351074,6.950944423675537,8.022643878207944
30,linear,256,27,91,taxi,taxi:91,9.41049575805664,4.70524787902832,7.337926162468208
30,linear,256,28,451,taxi,taxi:451,13.93944263458252,6.96972131729126,7.8355075847811815
30,linear,256,30,102,taxi,taxi:102,20.16328239440918,10.08164119720459,6.921234967661839
30,linear,256,31,260,taxi,taxi:260,18.38919448852539,9.194597244262695,7.3373173924592825
30,linear,256,32,226,taxi,taxi:226,8.384236335754395,4.192118167877197,7.428700036707178
30,linear,256,34,35,taxi,taxi:35,12.75835132598877,6.379175662994385,7.087054211752755
30,linear,256,35,123,taxi,taxi:123,14.2777738571167,7.13888692855835,7.759631897375836
30,linear,256,36,229,taxi,taxi:229,8.161295890808105,4.080647945404053,7.226442778474899
30,linear,256,38,32094,taxi,taxi:32094,2.0630242824554443,1.0315121412277222,5.255965338129489
30,linear,256,40,1320,taxi,taxi:1320,15.810617446899414,7.905308723449707,6.593103010004217
30,linear,256,43,334,taxi,taxi:334,17.87899398803711,8.939496994018555,6.9919224392154256
30,linear,256,46,556,taxi,taxi:556,6.829387187957764,3.414693593978882,6.653828224689841
30,linear,256,48,3650,taxi,taxi:3650,10.125338554382324,5.062669277191162,6.356986074708913
30,linear,256,49,5354,taxi,taxi:5354,7.734545707702637,3.8672728538513184,7.135119133446258
30,linear,256,50,6683,taxi,taxi:6683,8.593283653259277,4.296641826629639,6.008148476265156
30,linear,256,55,184,taxi,taxi:184,27.296863555908203,13.648431777954102,7.0157177189122075
30,linear,256,56,1359,taxi,taxi:1359,10.423666954040527,5.211833477020264,6.913905453208266
30,linear,256,57,2516,taxi,taxi:2516,6.725270748138428,3.362635374069214,6.617720371115189
30,linear,256,59,5,taxi,taxi:5,8.039449691772461,4.0197248458862305,6.047303962707519
30,linear,256,63,1092,taxi,taxi:1092,9.353272438049316,4.676636219024658,6.138572819067008
30,linear,256,74,840,taxi,taxi:840,20.300586700439453,10.150293350219727,6.847385509808858
30,linear,256,75,146,taxi,taxi:146,14.790505409240723,7.395252704620361,6.921078956290467
30,linear,256,79,132,taxi,taxi:132,14.053401947021484,7.026700973510742,7.74741704897447
30,linear,256,82,243,taxi,taxi:243,14.828165054321289,7.4140825271606445,7.294135793246359
30,linear,256,90,11919,taxi,taxi:11919,10.060498237609863,5.030249118804932,6.079793383165217
30,linear,256,91,2215,taxi,taxi:2215,17.163490295410156,8.581745147705078,7.456097730933678
30,linear,256,92,425,taxi,taxi:425,13.107550621032715,6.553775310516357,6.966166281419642
30,linear,256,95,3688,taxi,taxi:3688,9.886163711547852,4.943081855773926,7.092601904706169
30,linear,256,97,22,taxi,taxi:22,35.47981262207031,17.739906311035156,7.626350164413452
30,linear,256,98,692,taxi,taxi:692,9.81236743927002,4.90618371963501,7.1981819075656075
30,linear,256,99,121,taxi,taxi:121,2.58652663230896,1.29326331615448,6.602482366167809
30,linear,256,102,7,taxi,taxi:7,13.648284912109375,6.8241424560546875,6.57774339403425
30,linear,256,103,44479,taxi,taxi:44479,4.0526347160339355,2.0263173580169678,5.659895688966066
30,linear,256,105,107,taxi,taxi:107,2.941598415374756,1.470799207687378,7.278421375239007
30,linear,256,110,1361,taxi,taxi:1361,11.402524948120117,5.701262474060059,6.617638543105843
30,linear,256,117,1966,taxi,taxi:1966,7.452791213989258,3.726395606994629,6.605478751574504
30,linear,256,118,826,taxi,taxi:826,9.62020492553711,4.810102462768555,6.7860105837228515
30,linear,256,121,142,taxi,taxi:142,11.871496200561523,5.935748100280762,7.6242303361355415
30,linear,256,122,1,taxi,taxi:1,35.97031784057617,17.985158920288086,4.049862384796143
30,linear,256,123,187,taxi,taxi:187,13.655611991882324,6.827805995941162,8.070863644707012
30,linear,256,124,1,taxi,taxi:1,12.725556373596191,6.362778186798096,8.062577247619629
30,linear,256,127,566,taxi,taxi:566,10.188851356506348,5.094425678253174,6.791463267676822
30,linear,256,128,468,taxi,taxi:468,16.631864547729492,8.315932273864746,7.545110274074424
30,linear,256,129,463,taxi,taxi:463,15.523005485534668,7.761502742767334,6.7092786679772525
30,linear,256,132,369,taxi,taxi:369,16.518966674804688,8.259483337402344,6.921268331972241
30,linear,256,135,3363,taxi,taxi:3363,10.375014305114746,5.187507152557373,6.311116300733749
30,linear,256,137,10669,taxi,taxi:10669,8.87009048461914,4.43504524230957,6.46253604363318
30,linear,256,138,1367,taxi,taxi:1367,25.20754623413086,12.60377311706543,7.658898230617554
30,linear,256,144,85870,taxi,taxi:85870,2.9247374534606934,1.4623687267303467,5.709878676665375
30,linear,256,147,823,taxi,taxi:823,13.251696586608887,6.625848293304443,6.749979815245544
30,linear,256,149,242,taxi,taxi:242,7.230608940124512,3.615304470062256,5.864002546988243
30,linear,256,151,26630,taxi,taxi:26630,5.755341529846191,2.8776707649230957,5.801947450960125
30,linear,256,154,7598,taxi,taxi:7598,6.646451950073242,3.323225975036621,6.412703403864261
30,linear,256,159,754,taxi,taxi:754,6.46530294418335,3.232651472091675,7.126261115074158
30,linear,256,160,104,taxi,taxi:104,8.415324211120605,4.207662105560303,7.062787833122107
30,linear,256,165,1950,taxi,taxi:1950,10.321642875671387,5.160821437835693,6.918744948827303
30,linear,256,168,128,taxi,taxi:128,6.967628479003906,3.483814239501953,7.336440784856677
30,linear,256,169,1,taxi,taxi:1,13.206989288330078,6.603494644165039,8.521306991577148
30,linear,256,170,613,taxi,taxi:613,16.324390411376953,8.162195205688477,6.827106813038737
30,linear,256,171,1899,taxi,taxi:1899,23.675445556640625,11.837722778320312,6.661946381186736
30,linear,256,172,32,taxi,taxi:32,33.53750991821289,16.768754959106445,7.463291600346565
30,linear,256,177,1326,taxi,taxi:1326,6.245855331420898,3.122927665710449,7.0098099645626135
30,linear,256,178,29270,taxi,taxi:29270,2.6113710403442383,1.3056855201721191,5.618706217348107
30,linear,256,179,17166,taxi,taxi:17166,14.696070671081543,7.3480353355407715,6.46617074890819
30,linear,256,185,13443,taxi,taxi:13443,3.1127421855926514,1.5563710927963257,5.578722850238693
30,linear,256,189,349,taxi,taxi:349,23.24653434753418,11.62326717376709,6.328115974251384
30,linear,256,190,8310,taxi,taxi:8310,8.061888694763184,4.030944347381592,6.0280998695915216
30,linear,256,192,26,taxi,taxi:26,12.546515464782715,6.273257732391357,6.774473080268273
30,linear,256,195,42,taxi,taxi:42,20.890731811523438,10.445365905761719,7.4537198430015925
30,linear,256,196,1251,taxi,taxi:1251,10.86051082611084,5.43025541305542,7.292525202822056
30,linear,256,197,378,taxi,taxi:378,10.655598640441895,5.327799320220947,7.356249365857039
30,linear,256,199,62,taxi,taxi:62,34.889930725097656,17.444965362548828,6.827656438273769
30,linear,256,202,855,taxi,taxi:855,17.491804122924805,8.745902061462402,6.4185144128855205
30,linear,256,203,13346,taxi,taxi:13346,11.438455581665039,5.7192277908325195,6.080292254217414
30,linear,256,205,9,taxi,taxi:9,11.486682891845703,5.743341445922852,7.512500180138482
30,linear,256,211,10,taxi,taxi:10,11.443910598754883,5.721955299377441,7.630705070495606
30,linear,256,213,875,taxi,taxi:875,7.895515441894531,3.9477577209472656,7.702447543280465
30,linear,256,214,19626,taxi,taxi:19626,6.59825325012207,3.299126625061035,5.771906431535449
30,linear,256,215,139,taxi,taxi:139,8.108419418334961,4.0542097091674805,5.913025972654494
30,linear,256,217,2801,taxi,taxi:2801,7.432558059692383,3.7162790298461914,7.266996382815801
30,linear,256,224,516,taxi,taxi:516,16.579832077026367,8.289916038513184,6.918650510237199
30,linear,256,228,41859,taxi,taxi:41859,4.47795295715332,2.23897647857666,5.830804240940242
30,linear,256,232,99,taxi,taxi:99,13.084139823913574,6.542069911956787,7.790638336027511
30,linear,256,233,34970,taxi,taxi:34970,2.743011951446533,1.3715059757232666,5.378268032603036
30,linear,256,234,772,taxi,taxi:772,11.95700740814209,5.978503704071045,6.6783023016440435
30,linear,256,235,73,taxi,taxi:73,7.328925132751465,3.6644625663757324,6.190168161914773
30,linear,256,243,476,taxi,taxi:476,11.990872383117676,5.995436191558838,7.4445049246820085
30,linear,256,244,19842,taxi,taxi:19842,4.757674217224121,2.3788371086120605,5.902114365432738
30,linear,256,247,3031,taxi,taxi:3031,5.251373291015625,2.6256866455078125,6.856133635859803
30,linear,256,252,942,taxi,taxi:942,16.70436668395996,8.35218334197998,6.494927720912196
30,linear,256,254,95,taxi,taxi:95,33.647945404052734,16.823972702026367,7.26274276281658
30,linear,512,6,2410,taxi,taxi:2410,10.733572006225586,5.366786003112793,5.982807936905825
30,linear,512,15,3365,taxi,taxi:3365,10.097940444946289,5.0489702224731445,6.3708743103900245
30,linear,512,19,428,taxi,taxi:428,13.027933120727539,6.5139665603637695,6.596277263677009
30,linear,512,21,5707,taxi,taxi:5707,8.809486389160156,4.404743194580078,6.6044146865475755
30,linear,512,22,5878,taxi,taxi:5878,11.133456230163574,5.566728115081787,6.539782126406578
30,linear,512,33,30832,taxi,taxi:30832,0.8826191425323486,0.4413095712661743,5.149530504619945
30,linear,512,57,587,taxi,taxi:587,7.169278144836426,3.584639072418213,6.746672607564845
30,linear,512,62,1468,taxi,taxi:1468,7.691330432891846,3.845665216445923,6.581275202273023
30,linear,512,70,304,taxi,taxi:304,13.640130043029785,6.820065021514893,7.104816806159522
30,linear,512,74,329,taxi,taxi:329,7.211192607879639,3.6055963039398193,7.235484656591908
30,linear,512,76,61290,taxi,taxi:61290,3.935506582260132,1.967753291130066,5.693102463199256
30,linear,512,78,345,taxi,taxi:345,13.097091674804688,6.548545837402344,7.525899704642918
30,linear,512,80,17,taxi,taxi:17,33.332740783691406,16.666370391845703,6.887833202586455
30,linear,512,91,1350,taxi,taxi:1350,9.985580444335938,4.992790222167969,7.4664120568169485
30,linear,512,96,4070,taxi,taxi:4070,15.607622146606445,7.803811073303223,6.811135652082851
30,linear,512,99,501,taxi,taxi:501,13.57654857635498,6.78827428817749,7.224002170943453
30,linear,512,102,662,taxi,taxi:662,15.522611618041992,7.761305809020996,7.501509963925872
30,linear,512,109,709,taxi,taxi:709,9.511309623718262,4.755654811859131,6.623476001204153
30,linear,512,111,3,taxi,taxi:3,49.21329116821289,24.606645584106445,7.879521210988362
30,linear,512,119,4,taxi,taxi:4,17.145580291748047,8.572790145874023,8.353665947914124
30,linear,512,123,2618,taxi,taxi:2618,15.1621732711792,7.5810866355896,6.7837341665037725
30,linear,512,129,115,taxi,taxi:115,37.72333908081055,18.861669540405273,6.835207118158755
30,linear,512,131,1111,taxi,taxi:1111,11.510818481445312,5.755409240722656,6.609785295412628
